Date,Line,Station,Total,Store Value Card,Token,Trip Card,Tourist Card,Group Ticket,NCMC Card,Paper QR,Mobile QR,Static QR,WhatsApp QR,Paytm QR,PhonePe QR,ONDC-RedBus QR,ONDC-Rapido QR,ONDC-Namma Yatri QR,Singara Chennai Card,SVP QR,Event QR,Integrated QR (CUMTA),Promotional Ride QR,RedBus QR (ONDC),Rapido QR (ONDC),Namma Yatri QR (ONDC),Uber QR (ONDC),Miles & Kilometer QR (ONDC),Miles & Km QR (ONDC)
2025-06-20,2,ASHOK NAGAR,8862,545,0.0,0.0,0.0,0.0,4357.0,1706,125,282,612,449,302,52.0,419.0,5.0,,,,,,,,,,,
2025-06-20,2,EKKATTUTHANGAL,9394,435,0.0,0.0,0.0,0.0,5046.0,1063,177,367,720,624,459,103.0,373.0,5.0,,,,,,,,,,,
2025-06-20,2,ALANDUR,6211,514,0.0,0.0,0.0,0.0,2792.0,1173,110,282,513,346,207,52.0,207.0,8.0,,,,,,,,,,,
2025-06-20,2,St. THOMAS MOUNT,6926,590,0.0,0.0,0.0,0.0,3289.0,1198,110,227,513,368,245,65.0,300.0,7.0,,,,,,,,,,,
2025-06-21,2,CENTRAL  METRO,10954,523,0.0,0.0,0.0,0.0,2686.0,4200,228,683,923,658,535,92.0,389.0,24.0,,,,,,,,,,,
2025-06-21,2,EGMORE,6015,285,0.0,0.0,0.0,0.0,1526.0,2539,109,187,461,303,330,56.0,214.0,2.0,,,,,,,,,,,
2025-06-21,2,NEHRU PARK,2532,150,0.0,0.0,0.0,0.0,1105.0,630,41,69,192,145,99,13.0,85.0,0.0,,,,,,,,,,,
2025-06-21,2,KILPAUK,2480,127,0.0,0.0,0.0,0.0,924.0,617,36,95,259,142,135,23.0,114.0,1.0,,,,,,,,,,,
2025-06-21,2,PACHAIAPPA S COLLEGE,2841,212,0.0,0.0,0.0,0.0,1447.0,583,27,80,171,114,74,12.0,116.0,3.0,,,,,,,,,,,
2025-06-21,2,SHENOY NAGAR,2812,144,0.0,0.0,0.0,0.0,1334.0,668,41,83,175,90,122,17.0,136.0,1.0,,,,,,,,,,,
2025-06-21,2,ANNA NAGAR EAST,6030,388,0.0,0.0,0.0,0.0,2792.0,1244,129,163,483,345,204,28.0,241.0,6.0,,,,,,,,,,,
2025-06-21,2,ANNA NAGAR TOWER,6102,414,0.0,0.0,0.0,0.0,2712.0,1275,121,204,458,347,213,48.0,301.0,5.0,,,,,,,,,,,
2025-06-21,2,THIRUMANGALAM,14594,1172,0.0,0.0,0.0,0.0,5789.0,3483,254,479,1242,790,581,131.0,656.0,8.0,,,,,,,,,,,
2025-06-21,2,KOYAMBEDU,12034,736,0.0,0.0,0.0,0.0,3734.0,3704,215,549,952,750,730,115.0,537.0,10.0,,,,,,,,,,,
2025-06-21,2,CMBT,6279,264,0.0,0.0,0.0,0.0,1651.0,2441,120,225,545,369,327,53.0,282.0,2.0,,,,,,,,,,,
2025-06-21,2,ARUMBAKKAM,4687,172,0.0,0.0,0.0,0.0,1824.0,1035,72,158,424,357,261,42.0,335.0,4.0,,,,,,,,,,,
2025-06-21,2,VADAPALANI,14446,733,0.0,0.0,0.0,0.0,4192.0,3751,328,840,1582,1073,766,172.0,986.0,13.0,,,,,,,,,,,
2025-06-21,2,ASHOK NAGAR,7711,492,0.0,0.0,0.0,0.0,3066.0,1859,133,279,631,419,333,59.0,428.0,4.0,,,,,,,,,,,
2025-06-21,2,EKKATTUTHANGAL,5426,202,0.0,0.0,0.0,0.0,2216.0,1077,108,244,506,404,339,89.0,231.0,3.0,,,,,,,,,,,
2025-06-21,2,ALANDUR,5109,456,0.0,0.0,0.0,0.0,1626.0,1284,102,270,535,329,219,53.0,220.0,8.0,,,,,,,,,,,
2025-06-21,2,St. THOMAS MOUNT,6678,504,0.0,0.0,0.0,0.0,2448.0,1468,165,284,687,374,312,56.0,367.0,4.0,,,,,,,,,,,
2025-06-22,2,CENTRAL  METRO,9474,385,0.0,0.0,0.0,0.0,1377.0,4446,244,640,866,577,480,80.0,365.0,9.0,,,,,,,,,,,
2025-06-22,2,EGMORE,5520,209,0.0,0.0,0.0,0.0,917.0,2600,110,206,467,368,422,42.0,177.0,0.0,,,,,,,,,,,
2025-06-22,2,NEHRU PARK,1662,89,0.0,0.0,0.0,0.0,481.0,580,31,52,120,98,108,16.0,87.0,0.0,,,,,,,,,,,
2025-06-22,2,KILPAUK,1380,59,0.0,0.0,0.0,0.0,368.0,523,34,57,129,60,74,14.0,61.0,0.0,,,,,,,,,,,
2025-06-22,2,PACHAIAPPA S COLLEGE,1580,105,0.0,0.0,0.0,0.0,557.0,536,26,49,117,56,60,10.0,62.0,1.0,,,,,,,,,,,
2025-06-22,2,SHENOY NAGAR,1764,112,0.0,0.0,0.0,0.0,521.0,514,20,50,178,119,116,21.0,110.0,1.0,,,,,,,,,,,
2025-06-22,2,ANNA NAGAR EAST,3794,263,0.0,0.0,0.0,0.0,1203.0,1076,76,123,393,265,137,40.0,215.0,1.0,,,,,,,,,,,
2025-06-22,2,ANNA NAGAR TOWER,3689,213,0.0,0.0,0.0,0.0,1091.0,1084,78,151,389,264,186,21.0,206.0,2.0,,,,,,,,,,,
2025-06-22,2,THIRUMANGALAM,9648,733,0.0,0.0,0.0,0.0,2455.0,3049,220,433,999,672,492,102.0,475.0,18.0,,,,,,,,,,,
2025-06-22,2,KOYAMBEDU,8842,462,0.0,0.0,0.0,0.0,1767.0,3514,175,469,744,560,576,122.0,443.0,6.0,,,,,,,,,,,
2025-06-22,2,CMBT,5582,167,0.0,0.0,0.0,0.0,940.0,2560,122,189,487,410,396,60.0,250.0,1.0,,,,,,,,,,,
2025-06-22,2,ARUMBAKKAM,3775,157,0.0,0.0,0.0,0.0,758.0,1419,95,173,328,285,260,49.0,246.0,3.0,,,,,,,,,,,
2025-06-22,2,VADAPALANI,13073,619,0.0,0.0,0.0,0.0,2699.0,4143,377,874,1479,1045,802,135.0,878.0,17.0,,,,,,,,,,,
2025-06-22,2,ASHOK NAGAR,4691,284,0.0,0.0,0.0,0.0,1268.0,1578,104,211,402,309,230,29.0,270.0,2.0,,,,,,,,,,,
2025-06-22,2,EKKATTUTHANGAL,2955,94,0.0,0.0,0.0,0.0,777.0,777,56,155,344,286,215,53.0,193.0,4.0,,,,,,,,,,,
2025-06-22,2,ALANDUR,3523,274,0.0,0.0,0.0,0.0,761.0,1166,107,224,363,225,166,46.0,185.0,3.0,,,,,,,,,,,
2025-06-22,2,St. THOMAS MOUNT,4870,261,0.0,0.0,0.0,0.0,1000.0,1602,143,278,599,367,269,63.0,277.0,2.0,,,,,,,,,,,
2025-06-23,2,CENTRAL  METRO,12687,632,0.0,0.0,0.0,0.0,4228.0,4047,253,724,929,775,545,79.0,435.0,20.0,,,,,,,,,,,
2025-06-23,2,EGMORE,6578,344,0.0,0.0,0.0,0.0,2127.0,2262,110,178,490,374,397,64.0,220.0,4.0,,,,,,,,,,,
2025-06-23,2,NEHRU PARK,2933,165,0.0,0.0,0.0,0.0,1661.0,520,44,75,154,114,100,15.0,81.0,2.0,,,,,,,,,,,
2025-06-23,2,KILPAUK,2956,131,0.0,0.0,0.0,0.0,1522.0,657,49,52,168,116,110,15.0,127.0,4.0,,,,,,,,,,,
2025-06-23,2,PACHAIAPPA S COLLEGE,3031,189,0.0,0.0,0.0,0.0,1690.0,563,33,71,155,113,84,7.0,122.0,0.0,,,,,,,,,,,
2025-06-23,2,SHENOY NAGAR,3151,171,0.0,0.0,0.0,0.0,1851.0,552,44,71,121,103,77,12.0,145.0,0.0,,,,,,,,,,,
2025-06-23,2,ANNA NAGAR EAST,6736,431,0.0,0.0,0.0,0.0,3765.0,1101,71,151,429,279,205,32.0,259.0,2.0,,,,,,,,,,,
2025-06-23,2,ANNA NAGAR TOWER,6009,457,0.0,0.0,0.0,0.0,3368.0,990,70,138,297,233,170,28.0,254.0,2.0,,,,,,,,,,,
2025-06-23,2,THIRUMANGALAM,17027,1564,0.0,0.0,0.0,0.0,8890.0,2729,280,465,1066,716,544,126.0,608.0,10.0,,,,,,,,,,,
2025-06-23,2,KOYAMBEDU,15179,924,0.0,0.0,0.0,0.0,6647.0,3678,165,559,978,711,668,133.0,690.0,12.0,,,,,,,,,,,
2025-06-23,2,CMBT,7527,276,0.0,0.0,0.0,0.0,2652.0,2386,116,255,551,453,365,81.0,382.0,5.0,,,,,,,,,,,
2025-06-23,2,ARUMBAKKAM,5750,213,0.0,0.0,0.0,0.0,2542.0,1371,87,166,381,314,275,59.0,333.0,5.0,,,,,,,,,,,
2025-06-23,2,VADAPALANI,12038,628,0.0,0.0,0.0,0.0,4880.0,2768,210,465,982,727,478,120.0,755.0,9.0,,,,,,,,,,,
2025-06-23,2,ASHOK NAGAR,8633,518,0.0,0.0,0.0,24.0,4184.0,1728,123,256,591,396,301,62.0,433.0,5.0,,,,,,,,,,,
2025-06-23,2,EKKATTUTHANGAL,8691,434,0.0,0.0,0.0,0.0,5195.0,930,131,230,585,449,311,65.0,332.0,6.0,,,,,,,,,,,
2025-06-23,2,ALANDUR,5473,504,0.0,0.0,0.0,0.0,2649.0,995,87,215,379,232,187,28.0,184.0,4.0,,,,,,,,,,,
2025-06-23,2,St. THOMAS MOUNT,7521,580,0.0,0.0,0.0,0.0,3854.0,1200,149,250,506,331,262,50.0,321.0,3.0,,,,,,,,,,,
2025-06-24,2,CENTRAL  METRO,10855,604,0.0,0.0,0.0,0.0,3949.0,3453,219,488,653,633,413,78.0,323.0,19.0,,,,,,,,,,,
2025-06-24,2,EGMORE,6549,303,0.0,0.0,0.0,0.0,2242.0,2330,114,168,425,329,338,40.0,251.0,4.0,,,,,,,,,,,
2025-06-24,2,NEHRU PARK,2999,152,0.0,0.0,0.0,0.0,1700.0,509,38,85,166,139,99,5.0,102.0,0.0,,,,,,,,,,,
2025-06-24,2,KILPAUK,2912,136,0.0,0.0,0.0,0.0,1557.0,586,34,61,171,95,98,13.0,152.0,3.0,,,,,,,,,,,
2025-06-24,2,PACHAIAPPA S COLLEGE,3583,210,0.0,0.0,0.0,0.0,2089.0,607,35,68,163,140,95,19.0,153.0,0.0,,,,,,,,,,,
2025-06-24,2,SHENOY NAGAR,3200,148,0.0,0.0,0.0,0.0,1872.0,604,32,71,130,92,90,19.0,135.0,2.0,,,,,,,,,,,
2025-06-24,2,ANNA NAGAR EAST,6819,458,0.0,0.0,0.0,0.0,3816.0,1108,83,155,395,280,187,26.0,295.0,6.0,,,,,,,,,,,
2025-06-24,2,ANNA NAGAR TOWER,5959,437,0.0,0.0,0.0,0.0,3494.0,890,59,140,300,205,163,22.0,242.0,2.0,,,,,,,,,,,
2025-06-24,2,THIRUMANGALAM,17593,1612,0.0,0.0,0.0,0.0,9523.0,2638,267,445,1089,693,536,106.0,644.0,7.0,,,,,,,,,,,
2025-06-24,2,KOYAMBEDU,13797,923,0.0,0.0,0.0,0.0,6521.0,3198,178,394,749,552,549,105.0,614.0,6.0,,,,,,,,,,,
2025-06-24,2,CMBT,6835,258,0.0,0.0,0.0,0.0,2581.0,2165,90,195,414,395,347,63.0,322.0,2.0,,,,,,,,,,,
2025-06-24,2,ARUMBAKKAM,5351,193,0.0,0.0,0.0,0.0,2678.0,900,63,136,401,303,237,42.0,384.0,8.0,,,,,,,,,,,
2025-06-24,2,VADAPALANI,13502,739,0.0,0.0,0.0,0.0,5485.0,3047,186,517,1094,752,568,126.0,957.0,8.0,,,,,,,,,,,
2025-06-24,2,ASHOK NAGAR,8990,570,0.0,0.0,0.0,0.0,4627.0,1644,106,244,565,411,293,63.0,453.0,5.0,,,,,,,,,,,
2025-06-24,2,EKKATTUTHANGAL,9266,427,0.0,0.0,0.0,0.0,5627.0,954,120,254,648,484,316,68.0,343.0,6.0,,,,,,,,,,,
2025-06-24,2,ALANDUR,5699,517,0.0,0.0,0.0,0.0,2928.0,894,104,197,419,248,156,45.0,174.0,3.0,,,,,,,,,,,
2025-06-24,2,St. THOMAS MOUNT,7173,592,0.0,0.0,0.0,0.0,3631.0,1177,109,221,502,372,207,42.0,299.0,4.0,,,,,,,,,,,
2025-06-25,2,CENTRAL  METRO,11582,572,0.0,0.0,0.0,0.0,4136.0,3958,215,518,759,495,442,58.0,396.0,18.0,,,,,,,,,,,
2025-06-25,2,EGMORE,6375,298,0.0,0.0,0.0,0.0,2017.0,2468,118,182,410,325,308,42.0,194.0,10.0,,,,,,,,,,,
2025-06-25,2,NEHRU PARK,3005,142,0.0,0.0,0.0,0.0,1740.0,558,42,69,151,104,82,9.0,103.0,1.0,,,,,,,,,,,
2025-06-25,2,KILPAUK,3122,160,0.0,0.0,0.0,0.0,1525.0,740,35,71,185,133,114,27.0,120.0,7.0,,,,,,,,,,,
2025-06-25,2,PACHAIAPPA S COLLEGE,4653,268,158.0,0.0,0.0,0.0,2216.0,990,92,193,258,187,101,12.0,159.0,13.0,,,,,,,,,,,
2025-06-25,2,SHENOY NAGAR,3275,161,0.0,0.0,0.0,0.0,1887.0,599,37,76,170,107,98,15.0,118.0,2.0,,,,,,,,,,,
2025-06-25,2,ANNA NAGAR EAST,6698,379,0.0,0.0,0.0,0.0,3736.0,1067,77,159,442,288,215,28.0,292.0,4.0,,,,,,,,,,,
2025-06-25,2,ANNA NAGAR TOWER,6093,476,0.0,0.0,0.0,0.0,3500.0,869,72,114,357,245,169,37.0,245.0,5.0,,,,,,,,,,,
2025-06-25,2,THIRUMANGALAM,17701,1604,0.0,0.0,0.0,0.0,9542.0,2699,284,398,1094,756,540,118.0,631.0,8.0,,,,,,,,,,,
2025-06-25,2,KOYAMBEDU,13625,861,0.0,0.0,0.0,0.0,6481.0,3249,180,354,652,553,564,77.0,628.0,18.0,,,,,,,,,,,
2025-06-25,2,CMBT,6629,246,0.0,0.0,0.0,0.0,2499.0,2218,91,211,398,363,279,35.0,281.0,3.0,,,,,,,,,,,
2025-06-25,2,ARUMBAKKAM,5414,177,0.0,0.0,0.0,0.0,2738.0,953,84,151,334,320,226,57.0,359.0,11.0,,,,,,,,,,,
2025-06-25,2,VADAPALANI,11781,653,0.0,0.0,0.0,0.0,4962.0,2528,209,475,914,703,472,100.0,742.0,6.0,,,,,,,,,,,
2025-06-25,2,ASHOK NAGAR,8638,518,0.0,0.0,0.0,0.0,4429.0,1654,112,265,546,332,286,65.0,420.0,1.0,,,,,,,,,,,
2025-06-25,2,EKKATTUTHANGAL,9280,453,0.0,0.0,0.0,0.0,5489.0,983,146,268,604,509,366,67.0,373.0,5.0,,,,,,,,,,,
2025-06-25,2,ALANDUR,5721,501,0.0,0.0,0.0,0.0,2976.0,937,120,220,385,228,153,35.0,148.0,6.0,,,,,,,,,,,
2025-06-25,2,St. THOMAS MOUNT,7177,542,0.0,0.0,0.0,0.0,3887.0,1064,132,213,472,336,202,38.0,277.0,1.0,,,,,,,,,,,
2025-06-26,2,CENTRAL  METRO,11478,588,0.0,0.0,0.0,0.0,4027.0,4030,201,504,782,564,350,79.0,314.0,19.0,,,,,,,,,,,
2025-06-26,2,EGMORE,6213,293,0.0,0.0,0.0,0.0,2079.0,2295,102,186,346,316,337,44.0,203.0,9.0,,,,,,,,,,,
2025-06-26,2,NEHRU PARK,2936,141,0.0,0.0,0.0,0.0,1705.0,549,39,58,131,131,71,10.0,98.0,2.0,,,,,,,,,,,
2025-06-26,2,KILPAUK,3012,154,0.0,0.0,0.0,0.0,1569.0,665,25,76,166,118,103,14.0,116.0,0.0,,,,,,,,,,,
2025-06-26,2,PACHAIAPPA S COLLEGE,3918,212,0.0,0.0,0.0,0.0,2245.0,741,56,85,172,127,90,9.0,171.0,4.0,,,,,,,,,,,
2025-06-26,2,SHENOY NAGAR,3487,186,0.0,0.0,0.0,0.0,1990.0,617,52,89,158,113,95,20.0,161.0,1.0,,,,,,,,,,,
2025-06-26,2,ANNA NAGAR EAST,6552,412,0.0,0.0,0.0,0.0,3753.0,954,75,161,432,288,179,28.0,256.0,2.0,,,,,,,,,,,
2025-06-26,2,ANNA NAGAR TOWER,6044,456,0.0,0.0,0.0,0.0,3449.0,937,79,130,343,228,168,28.0,218.0,6.0,,,,,,,,,,,
2025-06-26,2,THIRUMANGALAM,17767,1608,0.0,0.0,0.0,0.0,9498.0,2864,271,457,1062,790,507,103.0,570.0,3.0,,,,,,,,,,,
2025-06-26,2,KOYAMBEDU,12974,886,0.0,0.0,0.0,0.0,5567.0,3329,145,408,775,589,545,94.0,618.0,6.0,,,,,,,,,,,
2025-06-26,2,CMBT,6555,244,0.0,0.0,0.0,0.0,2483.0,2117,82,212,434,335,270,53.0,317.0,3.0,,,,,,,,,,,
2025-06-26,2,ARUMBAKKAM,5320,185,0.0,0.0,0.0,0.0,2686.0,893,79,150,356,303,219,65.0,370.0,10.0,,,,,,,,,,,
2025-06-26,2,VADAPALANI,11884,678,0.0,0.0,0.0,0.0,5055.0,2473,210,448,979,660,472,110.0,774.0,9.0,,,,,,,,,,,
2025-06-26,2,ASHOK NAGAR,8719,527,0.0,0.0,0.0,0.0,4523.0,1625,111,246,522,350,308,53.0,441.0,3.0,,,,,,,,,,,
2025-06-26,2,EKKATTUTHANGAL,9089,419,0.0,0.0,0.0,0.0,5368.0,945,139,259,595,569,336,69.0,369.0,2.0,,,,,,,,,,,
2025-06-26,2,ALANDUR,6052,529,0.0,0.0,0.0,0.0,2943.0,1096,130,255,373,309,198,35.0,167.0,6.0,,,,,,,,,,,
2025-06-26,2,St. THOMAS MOUNT,7132,572,0.0,0.0,0.0,0.0,3714.0,1075,100,233,512,347,214,48.0,297.0,5.0,,,,,,,,,,,
2025-06-27,2,CENTRAL  METRO,12952,661,0.0,0.0,0.0,0.0,4282.0,4561,276,597,924,672,457,61.0,422.0,21.0,,,,,,,,,,,
2025-06-27,2,EGMORE,6839,322,0.0,0.0,0.0,0.0,2330.0,2501,109,192,444,362,299,36.0,235.0,3.0,,,,,,,,,,,
2025-06-27,2,NEHRU PARK,3233,153,0.0,0.0,0.0,0.0,1796.0,683,44,60,187,124,88,3.0,88.0,4.0,,,,,,,,,,,
2025-06-27,2,KILPAUK,3132,165,0.0,0.0,0.0,0.0,1517.0,685,52,76,228,132,131,12.0,124.0,6.0,,,,,,,,,,,
2025-06-27,2,PACHAIAPPA S COLLEGE,6245,237,263.0,0.0,0.0,0.0,2853.0,1188,196,224,592,276,172,11.0,192.0,31.0,,,,,,,,,,,
2025-06-27,2,SHENOY NAGAR,3612,213,0.0,0.0,0.0,0.0,2004.0,691,39,94,172,122,96,19.0,154.0,4.0,,,,,,,,,,,
2025-06-27,2,ANNA NAGAR EAST,6682,442,0.0,0.0,0.0,0.0,3519.0,1089,89,179,497,314,199,37.0,306.0,3.0,,,,,,,,,,,
2025-06-27,2,ANNA NAGAR TOWER,6240,470,0.0,0.0,0.0,0.0,3399.0,1039,88,156,371,278,202,17.0,214.0,4.0,,,,,,,,,,,
2025-06-27,2,THIRUMANGALAM,18334,1614,0.0,0.0,0.0,0.0,9171.0,3176,275,476,1254,899,643,120.0,671.0,5.0,,,,,,,,,,,
2025-06-27,2,KOYAMBEDU,14659,873,0.0,0.0,0.0,0.0,6375.0,3681,173,511,888,720,606,91.0,725.0,5.0,,,,,,,,,,,
2025-06-27,2,CMBT,7169,260,0.0,0.0,0.0,0.0,2471.0,2473,100,239,508,404,337,50.0,316.0,7.0,,,,,,,,,,,
2025-06-27,2,ARUMBAKKAM,5913,204,0.0,0.0,0.0,0.0,2782.0,1169,76,179,409,371,222,47.0,439.0,11.0,,,,,,,,,,,
2025-06-27,2,VADAPALANI,13708,797,0.0,0.0,0.0,0.0,5340.0,3144,255,526,1180,855,557,129.0,897.0,13.0,,,,,,,,,,,
2025-06-27,2,ASHOK NAGAR,9162,499,0.0,0.0,0.0,0.0,4412.0,1844,138,261,648,439,310,64.0,535.0,4.0,,,,,,,,,,,
2025-06-27,2,EKKATTUTHANGAL,8994,416,0.0,0.0,0.0,0.0,4818.0,1085,166,290,728,601,394,79.0,389.0,6.0,,,,,,,,,,,
2025-06-27,2,ALANDUR,6349,558,0.0,0.0,0.0,0.0,2635.0,1350,133,328,506,367,217,48.0,193.0,5.0,,,,,,,,,,,
2025-06-27,2,St. THOMAS MOUNT,7649,584,0.0,0.0,0.0,0.0,3772.0,1362,145,250,536,381,231,52.0,317.0,3.0,,,,,,,,,,,
2025-06-28,2,CENTRAL  METRO,11940,544,0.0,0.0,0.0,0.0,3059.0,4330,299,739,912,611,580,91.0,400.0,23.0,,,,,,,,,,,
2025-06-28,2,EGMORE,6203,261,0.0,0.0,0.0,0.0,1470.0,2550,135,195,546,355,348,50.0,198.0,2.0,,,,,,,,,,,
2025-06-28,2,NEHRU PARK,2806,149,0.0,0.0,0.0,0.0,1258.0,703,42,75,194,113,90,17.0,125.0,2.0,,,,,,,,,,,
2025-06-28,2,KILPAUK,2518,116,0.0,0.0,0.0,0.0,1088.0,613,33,86,208,128,101,12.0,116.0,0.0,,,,,,,,,,,
2025-06-28,2,PACHAIAPPA S COLLEGE,6196,170,272.0,0.0,0.0,0.0,2949.0,1160,199,192,565,273,112,20.0,182.0,50.0,,,,,,,,,,,
2025-06-28,2,SHENOY NAGAR,2884,152,0.0,0.0,0.0,0.0,1250.0,760,43,121,176,95,89,19.0,126.0,2.0,,,,,,,,,,,
2025-06-28,2,ANNA NAGAR EAST,6007,380,0.0,0.0,0.0,0.0,2510.0,1277,106,186,552,337,232,30.0,272.0,4.0,,,,,,,,,,,
2025-06-28,2,ANNA NAGAR TOWER,5844,393,0.0,0.0,0.0,0.0,2473.0,1222,123,179,480,313,212,49.0,292.0,6.0,,,,,,,,,,,
2025-06-28,2,THIRUMANGALAM,14024,1075,0.0,0.0,0.0,0.0,5225.0,3392,309,490,1240,810,576,126.0,676.0,19.0,,,,,,,,,,,
2025-06-28,2,KOYAMBEDU,11654,716,0.0,0.0,0.0,0.0,3548.0,3616,212,469,877,623,658,100.0,627.0,3.0,,,,,,,,,,,
2025-06-28,2,CMBT,6492,230,0.0,0.0,0.0,0.0,1687.0,2471,128,221,494,437,307,41.0,327.0,6.0,,,,,,,,,,,
2025-06-28,2,ARUMBAKKAM,4721,160,0.0,0.0,0.0,0.0,1855.0,1089,78,146,381,292,209,60.0,356.0,20.0,,,,,,,,,,,
2025-06-28,2,VADAPALANI,14591,747,0.0,0.0,0.0,0.0,4218.0,3683,346,721,1537,939,726,172.0,1081.0,14.0,,,,,,,,,,,
2025-06-28,2,ASHOK NAGAR,7310,415,0.0,0.0,0.0,0.0,2833.0,1767,145,282,578,394,273,50.0,393.0,7.0,,,,,,,,,,,
2025-06-28,2,EKKATTUTHANGAL,5150,199,0.0,0.0,0.0,0.0,2049.0,969,124,185,489,394,307,69.0,269.0,2.0,,,,,,,,,,,
2025-06-28,2,ALANDUR,4934,387,0.0,0.0,0.0,0.0,1511.0,1268,93,320,468,266,200,51.0,214.0,3.0,,,,,,,,,,,
2025-06-28,2,St. THOMAS MOUNT,6368,410,0.0,0.0,0.0,0.0,2196.0,1500,173,274,635,395,304,51.0,322.0,3.0,,,,,,,,,,,
2025-06-29,2,CENTRAL  METRO,9737,388,0.0,0.0,0.0,0.0,1769.0,4345,245,601,957,502,408,77.0,416.0,24.0,,,,,,,,,,,
2025-06-29,2,EGMORE,5632,239,0.0,0.0,0.0,0.0,1112.0,2512,154,187,455,356,317,48.0,242.0,7.0,,,,,,,,,,,
2025-06-29,2,NEHRU PARK,1704,91,0.0,0.0,0.0,0.0,574.0,572,32,51,153,74,59,8.0,90.0,0.0,,,,,,,,,,,
2025-06-29,2,KILPAUK,1204,60,0.0,0.0,0.0,0.0,367.0,394,26,52,125,62,54,6.0,58.0,0.0,,,,,,,,,,,
2025-06-29,2,PACHAIAPPA S COLLEGE,5328,163,0.0,0.0,0.0,0.0,2378.0,1290,234,198,556,200,103,12.0,150.0,42.0,,,,,,,,,,,
2025-06-29,2,SHENOY NAGAR,1737,97,0.0,0.0,0.0,0.0,563.0,528,22,89,145,91,90,21.0,91.0,0.0,,,,,,,,,,,
2025-06-29,2,ANNA NAGAR EAST,3989,250,0.0,0.0,0.0,0.0,1330.0,1005,131,153,424,286,149,27.0,225.0,4.0,,,,,,,,,,,
2025-06-29,2,ANNA NAGAR TOWER,4151,274,0.0,0.0,0.0,0.0,1218.0,1213,88,150,419,336,165,42.0,238.0,5.0,,,,,,,,,,,
2025-06-29,2,THIRUMANGALAM,10411,742,0.0,0.0,0.0,0.0,2589.0,3356,265,424,1054,741,487,97.0,640.0,10.0,,,,,,,,,,,
2025-06-29,2,KOYAMBEDU,8272,478,0.0,0.0,0.0,0.0,1740.0,3348,153,377,667,529,509,100.0,370.0,1.0,,,,,,,,,,,
2025-06-29,2,CMBT,5504,148,0.0,0.0,0.0,0.0,992.0,2642,92,202,439,428,276,48.0,228.0,6.0,,,,,,,,,,,
2025-06-29,2,ARUMBAKKAM,3147,115,0.0,0.0,0.0,0.0,877.0,989,49,124,323,267,162,39.0,187.0,9.0,,,,,,,,,,,
2025-06-29,2,VADAPALANI,11031,566,0.0,0.0,0.0,0.0,2473.0,3439,299,620,1234,817,553,132.0,872.0,19.0,,,,,,,,,,,
2025-06-29,2,ASHOK NAGAR,4641,299,0.0,0.0,0.0,0.0,1275.0,1565,83,175,396,304,247,35.0,257.0,4.0,,,,,,,,,,,
2025-06-29,2,EKKATTUTHANGAL,2980,89,0.0,0.0,0.0,0.0,823.0,731,71,134,355,298,223,52.0,199.0,3.0,,,,,,,,,,,
2025-06-29,2,ALANDUR,3545,290,0.0,0.0,0.0,0.0,736.0,1145,101,212,396,282,162,46.0,165.0,3.0,,,,,,,,,,,
2025-06-29,2,St. THOMAS MOUNT,4496,268,0.0,0.0,0.0,0.0,955.0,1469,129,281,520,320,238,41.0,263.0,6.0,,,,,,,,,,,
2025-06-30,2,CENTRAL  METRO,13769,641,91.0,0.0,0.0,0.0,4740.0,4223,289,715,1069,818,530,67.0,548.0,21.0,,,,,,,,,,,
2025-06-30,2,EGMORE,7206,318,0.0,0.0,0.0,0.0,2452.0,2455,149,206,520,390,353,51.0,300.0,6.0,,,,,,,,,,,
2025-06-30,2,NEHRU PARK,2806,161,0.0,0.0,0.0,0.0,1519.0,509,40,56,205,100,84,9.0,116.0,2.0,,,,,,,,,,,
2025-06-30,2,KILPAUK,3125,144,0.0,0.0,0.0,0.0,1472.0,798,32,69,185,126,107,17.0,173.0,0.0,,,,,,,,,,,
2025-06-30,2,PACHAIAPPA S COLLEGE,6341,246,0.0,0.0,0.0,0.0,2933.0,1472,183,196,578,288,122,6.0,264.0,47.0,,,,,,,,,,,
2025-06-30,2,SHENOY NAGAR,3352,191,0.0,0.0,0.0,0.0,1831.0,656,34,94,154,114,92,14.0,170.0,0.0,,,,,,,,,,,
2025-06-30,2,ANNA NAGAR EAST,6697,412,0.0,0.0,0.0,0.0,3563.0,1201,67,178,429,251,214,35.0,335.0,2.0,,,,,,,,,,,
2025-06-30,2,ANNA NAGAR TOWER,6171,478,0.0,0.0,0.0,0.0,3349.0,1049,69,133,353,292,150,38.0,254.0,3.0,,,,,,,,,,,
2025-06-30,2,THIRUMANGALAM,17137,1517,0.0,0.0,0.0,0.0,8807.0,2809,246,457,1192,785,545,105.0,635.0,10.0,,,,,,,,,,,
2025-06-30,2,KOYAMBEDU,15275,949,0.0,0.0,0.0,0.0,6516.0,3827,231,496,938,720,656,111.0,807.0,7.0,,,,,,,,,,,
2025-06-30,2,CMBT,7867,265,0.0,0.0,0.0,0.0,2632.0,2572,98,285,611,476,416,52.0,441.0,13.0,,,,,,,,,,,
2025-06-30,2,ARUMBAKKAM,5239,163,0.0,0.0,0.0,0.0,2618.0,951,80,140,347,289,214,58.0,364.0,12.0,,,,,,,,,,,
