Date,Line,Station,Total,Store Value Card,Token,Trip Card,Tourist Card,Group Ticket,NCMC Card,Paper QR,Mobile QR,Static QR,WhatsApp QR,Paytm QR,PhonePe QR,ONDC-RedBus QR,ONDC-Rapido QR,ONDC-Namma Yatri QR,Singara Chennai Card,SVP QR,Event QR,Integrated QR (CUMTA),Promotional Ride QR,RedBus QR (ONDC),Rapido QR (ONDC),Namma Yatri QR (ONDC),Uber QR (ONDC),Miles & Kilometer QR (ONDC),Miles & Km QR (ONDC)
2025-02-28,2,CMBT,6094,417,0.0,0.0,0.0,0.0,2119.0,1898,82,193,476,438,350,61.0,52.0,4.0,,,,,,,,,,,
2025-02-28,2,ARUMBAKKAM,4982,521,0.0,0.0,0.0,0.0,2012.0,915,73,180,510,329,340,60.0,35.0,1.0,,,,,,,,,,,
2025-02-28,2,VADAPALANI,12433,1515,0.0,0.0,0.0,0.0,4518.0,2647,231,509,1205,835,654,150.0,144.0,7.0,,,,,,,,,,,
2025-02-28,2,ASHOK NAGAR,8934,1163,0.0,0.0,0.0,0.0,3954.0,1634,141,287,695,478,397,59.0,103.0,10.0,,,,,,,,,,,
2025-02-28,2,EKKATTUTHANGAL,8318,1014,0.0,0.0,0.0,0.0,4060.0,940,132,263,766,562,415,89.0,52.0,6.0,,,,,,,,,,,
2025-02-28,2,ALANDUR,5735,909,0.0,0.0,0.0,0.0,2229.0,1022,134,283,538,293,202,53.0,50.0,3.0,,,,,,,,,,,
2025-02-28,2,St. THOMAS MOUNT,6821,1218,0.0,0.0,0.0,0.0,2851.0,1060,124,235,528,376,259,82.0,70.0,8.0,,,,,,,,,,,
2025-02-28,2,CENTRAL  METRO,10578,1148,35.0,0.0,0.0,0.0,3173.0,4182,140,245,688,438,402,51.0,58.0,8.0,,,,,,,,,,,
2025-02-28,2,EGMORE,6543,518,0.0,0.0,0.0,22.0,2014.0,2428,150,180,488,336,327,38.0,35.0,3.0,,,,,,,,,,,
2025-02-28,2,NEHRU PARK,2972,324,0.0,0.0,0.0,0.0,1464.0,595,32,64,170,169,95,38.0,13.0,1.0,,,,,,,,,,,
2025-02-28,2,KILPAUK,2796,260,0.0,0.0,0.0,0.0,1416.0,555,33,63,176,131,114,12.0,29.0,1.0,,,,,,,,,,,
2025-02-28,2,PACHAIAPPA S COLLEGE,3050,386,0.0,0.0,0.0,0.0,1580.0,500,37,64,177,132,117,14.0,30.0,1.0,,,,,,,,,,,
2025-02-28,2,SHENOY NAGAR,2926,207,0.0,0.0,0.0,0.0,1712.0,474,23,86,165,128,81,18.0,22.0,2.0,,,,,,,,,,,
2025-02-28,2,ANNA NAGAR EAST,6456,918,0.0,0.0,0.0,0.0,3187.0,997,90,137,459,319,224,52.0,60.0,3.0,,,,,,,,,,,
2025-02-28,2,ANNA NAGAR TOWER,6185,928,0.0,0.0,0.0,0.0,3067.0,1000,76,116,394,264,230,45.0,57.0,2.0,,,,,,,,,,,
2025-02-28,2,THIRUMANGALAM,16985,3031,0.0,0.0,0.0,0.0,7487.0,2708,252,477,1304,813,641,126.0,104.0,5.0,,,,,,,,,,,
2025-02-28,2,KOYAMBEDU,13773,1894,0.0,0.0,0.0,0.0,5182.0,3407,192,503,900,726,675,136.0,141.0,7.0,,,,,,,,,,,
2025-02-28,2,CMBT,6109,422,0.0,0.0,0.0,0.0,2120.0,1905,82,195,476,438,350,61.0,52.0,4.0,,,,,,,,,,,
2025-02-28,2,ARUMBAKKAM,4990,524,0.0,0.0,0.0,0.0,2016.0,916,73,180,510,329,340,60.0,35.0,1.0,,,,,,,,,,,
2025-02-28,2,VADAPALANI,12455,1517,0.0,0.0,0.0,0.0,4525.0,2658,233,509,1205,835,654,150.0,144.0,7.0,,,,,,,,,,,
2025-02-28,2,ASHOK NAGAR,8949,1170,0.0,0.0,0.0,0.0,3959.0,1635,141,287,695,479,397,59.0,103.0,11.0,,,,,,,,,,,
2025-02-28,2,EKKATTUTHANGAL,8345,1018,0.0,0.0,0.0,0.0,4075.0,940,140,263,766,562,415,89.0,52.0,6.0,,,,,,,,,,,
2025-02-28,2,ALANDUR,5684,901,0.0,0.0,0.0,0.0,2208.0,1017,132,283,538,293,202,53.0,44.0,1.0,,,,,,,,,,,
2025-02-28,2,St. THOMAS MOUNT,6822,1219,0.0,0.0,0.0,0.0,2851.0,1060,124,235,528,376,259,82.0,70.0,8.0,,,,,,,,,,,
2025-03-01,2,CENTRAL  METRO,10900,897,0.0,0.0,0.0,0.0,2278.0,5184,228,381,785,471,531,50.0,71.0,11.0,,,,,,,,,,,
2025-03-01,2,EGMORE,6477,458,0.0,0.0,0.0,0.0,1519.0,2789,147,262,431,360,393,40.0,47.0,3.0,,,,,,,,,,,
2025-03-01,2,NEHRU PARK,2835,336,0.0,0.0,0.0,0.0,1115.0,629,39,91,239,178,139,12.0,36.0,2.0,,,,,,,,,,,
2025-03-01,2,KILPAUK,2740,209,0.0,0.0,0.0,0.0,1158.0,635,50,109,231,162,131,9.0,21.0,3.0,,,,,,,,,,,
2025-03-01,2,PACHAIAPPA S COLLEGE,2520,342,0.0,0.0,0.0,0.0,1099.0,537,36,66,163,119,97,23.0,14.0,0.0,,,,,,,,,,,
2025-03-01,2,SHENOY NAGAR,2727,200,0.0,0.0,0.0,0.0,1285.0,623,22,102,176,128,111,20.0,28.0,4.0,,,,,,,,,,,
2025-03-01,2,ANNA NAGAR EAST,5551,744,0.0,0.0,0.0,0.0,2154.0,1187,96,205,497,295,234,32.0,57.0,2.0,,,,,,,,,,,
2025-03-01,2,ANNA NAGAR TOWER,5477,687,0.0,0.0,0.0,0.0,2018.0,1230,108,169,466,358,244,62.0,89.0,6.0,,,,,,,,,,,
2025-03-01,2,THIRUMANGALAM,14828,2178,0.0,0.0,0.0,0.0,5065.0,3498,321,519,1247,919,715,119.0,127.0,11.0,,,,,,,,,,,
2025-03-01,2,KOYAMBEDU,13596,1397,0.0,0.0,0.0,0.0,3688.0,4285,264,674,972,950,901,162.0,161.0,12.0,,,,,,,,,,,
2025-03-01,2,CMBT,6543,377,0.0,0.0,0.0,0.0,1622.0,2485,85,246,585,579,361,72.0,54.0,2.0,,,,,,,,,,,
2025-03-01,2,ARUMBAKKAM,5050,461,0.0,0.0,0.0,0.0,1546.0,1263,92,200,467,454,351,81.0,58.0,6.0,,,,,,,,,,,
2025-03-01,2,VADAPALANI,13387,1336,0.0,0.0,0.0,0.0,3557.0,3286,405,825,1543,1045,827,190.0,214.0,14.0,,,,,,,,,,,
2025-03-01,2,ASHOK NAGAR,7834,908,0.0,0.0,0.0,0.0,2697.0,1825,194,398,654,463,446,79.0,77.0,2.0,,,,,,,,,,,
2025-03-01,2,EKKATTUTHANGAL,5267,466,0.0,0.0,0.0,0.0,1998.0,956,113,218,488,507,359,79.0,56.0,0.0,,,,,,,,,,,
2025-03-01,2,ALANDUR,5040,632,0.0,0.0,0.0,0.0,1367.0,1495,107,298,493,296,199,58.0,75.0,11.0,,,,,,,,,,,
2025-03-01,2,St. THOMAS MOUNT,6364,867,0.0,0.0,0.0,0.0,1964.0,1398,166,343,626,428,343,81.0,76.0,6.0,,,,,,,,,,,
2025-03-02,2,CENTRAL  METRO,9570,618,0.0,0.0,0.0,0.0,1133.0,5074,237,381,834,540,564,89.0,78.0,19.0,,,,,,,,,,,
2025-03-02,2,EGMORE,5966,386,0.0,0.0,0.0,0.0,871.0,2799,111,240,583,409,449,61.0,53.0,1.0,,,,,,,,,,,
2025-03-02,2,NEHRU PARK,1717,186,0.0,0.0,0.0,0.0,465.0,480,38,60,190,133,118,12.0,33.0,0.0,,,,,,,,,,,
2025-03-02,2,KILPAUK,1407,67,0.0,0.0,0.0,0.0,373.0,519,24,50,172,94,83,9.0,16.0,0.0,,,,,,,,,,,
2025-03-02,2,PACHAIAPPA S COLLEGE,1648,189,0.0,0.0,0.0,0.0,456.0,629,37,57,106,91,57,13.0,6.0,3.0,,,,,,,,,,,
2025-03-02,2,SHENOY NAGAR,1488,112,0.0,0.0,0.0,0.0,492.0,508,31,63,120,63,70,10.0,13.0,2.0,,,,,,,,,,,
2025-03-02,2,ANNA NAGAR EAST,3435,391,0.0,0.0,0.0,0.0,968.0,955,91,135,382,257,178,28.0,40.0,1.0,,,,,,,,,,,
2025-03-02,2,ANNA NAGAR TOWER,3741,346,0.0,0.0,0.0,0.0,964.0,1072,93,154,519,284,213,54.0,31.0,4.0,,,,,,,,,,,
2025-03-02,2,THIRUMANGALAM,9667,1174,0.0,0.0,0.0,0.0,2155.0,3116,270,480,1027,706,527,94.0,92.0,12.0,,,,,,,,,,,
2025-03-02,2,KOYAMBEDU,9831,832,0.0,0.0,0.0,0.0,1646.0,3695,247,529,922,866,814,148.0,124.0,3.0,,,,,,,,,,,
2025-03-02,2,CMBT,5821,279,0.0,0.0,0.0,0.0,868.0,2728,129,230,586,480,394,61.0,64.0,1.0,,,,,,,,,,,
2025-03-02,2,ARUMBAKKAM,3526,277,0.0,0.0,0.0,0.0,642.0,1199,69,171,436,325,299,57.0,42.0,6.0,,,,,,,,,,,
2025-03-02,2,VADAPALANI,11111,867,0.0,0.0,0.0,0.0,1998.0,3824,392,669,1423,929,728,131.0,130.0,10.0,,,,,,,,,,,
2025-03-02,2,ASHOK NAGAR,4774,463,0.0,0.0,0.0,0.0,1036.0,1733,97,209,478,342,297,56.0,59.0,2.0,,,,,,,,,,,
2025-03-02,2,EKKATTUTHANGAL,2767,163,0.0,0.0,0.0,0.0,687.0,744,57,130,380,304,225,48.0,24.0,3.0,,,,,,,,,,,
2025-03-02,2,ALANDUR,3783,484,0.0,0.0,0.0,0.0,663.0,1311,108,264,421,261,162,48.0,44.0,11.0,,,,,,,,,,,
2025-03-02,2,St. THOMAS MOUNT,4420,387,0.0,0.0,0.0,0.0,788.0,1392,152,219,653,417,290,68.0,44.0,6.0,,,,,,,,,,,
2025-03-03,2,CENTRAL  METRO,11800,1188,0.0,0.0,0.0,0.0,3543.0,3718,207,538,1029,799,579,72.0,94.0,13.0,,,,,,,,,,,
2025-03-03,2,EGMORE,7522,554,0.0,0.0,0.0,0.0,2349.0,2565,152,251,552,475,530,47.0,33.0,5.0,,,,,,,,,,,
2025-03-03,2,NEHRU PARK,2825,320,0.0,0.0,0.0,0.0,1442.0,547,28,55,168,129,107,4.0,18.0,0.0,,,,,,,,,,,
2025-03-03,2,KILPAUK,2789,218,0.0,0.0,0.0,0.0,1421.0,585,38,70,179,122,120,9.0,18.0,2.0,,,,,,,,,,,
2025-03-03,2,PACHAIAPPA S COLLEGE,3020,387,0.0,0.0,0.0,0.0,1617.0,475,43,60,166,127,105,9.0,24.0,0.0,,,,,,,,,,,
2025-03-03,2,SHENOY NAGAR,2925,185,0.0,0.0,0.0,0.0,1690.0,544,31,75,174,90,89,16.0,25.0,0.0,,,,,,,,,,,
2025-03-03,2,ANNA NAGAR EAST,6340,861,0.0,0.0,0.0,0.0,3004.0,1115,91,163,468,315,220,30.0,57.0,7.0,,,,,,,,,,,
2025-03-03,2,ANNA NAGAR TOWER,5840,870,0.0,0.0,0.0,0.0,3011.0,901,63,91,348,263,200,22.0,59.0,1.0,,,,,,,,,,,
2025-03-03,2,THIRUMANGALAM,16490,2872,0.0,0.0,0.0,0.0,7535.0,2612,297,409,1094,765,609,114.0,140.0,11.0,,,,,,,,,,,
2025-03-03,2,KOYAMBEDU,15285,1993,0.0,0.0,0.0,0.0,5775.0,3686,222,609,1056,905,743,149.0,126.0,4.0,,,,,,,,,,,
2025-03-03,2,CMBT,7338,381,0.0,0.0,0.0,0.0,2384.0,2376,114,266,662,539,457,67.0,80.0,5.0,,,,,,,,,,,
2025-03-03,2,ARUMBAKKAM,4840,507,0.0,0.0,0.0,0.0,1982.0,952,52,167,455,322,286,62.0,45.0,1.0,,,,,,,,,,,
2025-03-03,2,VADAPALANI,11830,1399,0.0,0.0,0.0,0.0,4506.0,2611,210,500,1009,736,562,134.0,127.0,12.0,,,,,,,,,,,
2025-03-03,2,ASHOK NAGAR,8427,1077,0.0,0.0,0.0,0.0,3922.0,1597,110,249,602,375,329,56.0,90.0,10.0,,,,,,,,,,,
2025-03-03,2,EKKATTUTHANGAL,8111,978,0.0,0.0,0.0,0.0,4354.0,855,113,240,629,472,325,71.0,47.0,8.0,,,,,,,,,,,
2025-03-03,2,ALANDUR,5314,886,0.0,0.0,0.0,0.0,2225.0,947,85,205,461,216,183,49.0,37.0,4.0,,,,,,,,,,,
2025-03-03,2,St. THOMAS MOUNT,6780,1126,0.0,0.0,0.0,0.0,2970.0,1043,139,201,560,341,237,83.0,55.0,3.0,,,,,,,,,,,
2025-03-04,2,CENTRAL  METRO,10881,1048,231.0,0.0,0.0,0.0,3549.0,3495,162,443,719,609,465,57.0,80.0,9.0,,,,,,,,,,,
2025-03-04,2,EGMORE,6588,440,145.0,0.0,0.0,0.0,2169.0,2074,115,232,553,356,403,61.0,32.0,3.0,,,,,,,,,,,
2025-03-04,2,NEHRU PARK,2725,303,0.0,0.0,0.0,0.0,1467.0,463,27,61,149,122,92,16.0,20.0,0.0,,,,,,,,,,,
2025-03-04,2,KILPAUK,2881,226,7.0,0.0,0.0,0.0,1491.0,586,29,57,188,104,154,16.0,16.0,2.0,,,,,,,,,,,
2025-03-04,2,PACHAIAPPA S COLLEGE,3085,367,0.0,0.0,0.0,0.0,1684.0,486,30,54,176,130,108,18.0,24.0,0.0,,,,,,,,,,,
2025-03-04,2,SHENOY NAGAR,2971,207,0.0,0.0,0.0,0.0,1779.0,471,24,71,162,101,96,22.0,29.0,1.0,,,,,,,,,,,
2025-03-04,2,ANNA NAGAR EAST,6266,819,38.0,0.0,0.0,0.0,3301.0,875,62,134,415,291,226,42.0,50.0,6.0,,,,,,,,,,,
2025-03-04,2,ANNA NAGAR TOWER,5819,874,0.0,0.0,0.0,0.0,3193.0,805,56,105,306,232,168,25.0,47.0,1.0,,,,,,,,,,,
2025-03-04,2,THIRUMANGALAM,16574,2940,378.0,0.0,0.0,0.0,7923.0,2033,236,404,1112,676,590,135.0,100.0,14.0,,,,,,,,,,,
2025-03-04,2,KOYAMBEDU,13716,1754,0.0,0.0,0.0,0.0,5714.0,3200,155,446,853,724,658,103.0,86.0,6.0,,,,,,,,,,,
2025-03-04,2,CMBT,6319,361,0.0,0.0,0.0,0.0,2360.0,1962,106,191,464,436,322,51.0,60.0,2.0,,,,,,,,,,,
2025-03-04,2,ARUMBAKKAM,4817,517,0.0,0.0,0.0,0.0,2175.0,742,55,158,480,313,274,48.0,45.0,2.0,,,,,,,,,,,
2025-03-04,2,VADAPALANI,12941,1479,37.0,0.0,0.0,0.0,5135.0,2766,174,560,1203,698,598,136.0,126.0,7.0,,,,,,,,,,,
2025-03-04,2,ASHOK NAGAR,8306,1101,0.0,0.0,0.0,0.0,3861.0,1483,102,264,610,390,327,64.0,90.0,4.0,,,,,,,,,,,
2025-03-04,2,EKKATTUTHANGAL,8045,998,0.0,0.0,0.0,0.0,4327.0,819,116,231,682,433,306,65.0,48.0,3.0,,,,,,,,,,,
2025-03-04,2,ALANDUR,5404,913,7.0,0.0,0.0,0.0,2425.0,849,97,203,426,228,150,44.0,39.0,3.0,,,,,,,,,,,
2025-03-04,2,St. THOMAS MOUNT,6641,1170,11.0,0.0,0.0,0.0,3136.0,808,95,209,509,322,249,66.0,51.0,3.0,,,,,,,,,,,
2025-03-05,2,CENTRAL  METRO,10431,1034,8.0,0.0,0.0,0.0,3477.0,3392,148,425,723,591,482,54.0,65.0,16.0,,,,,,,,,,,
2025-03-05,2,EGMORE,6509,489,0.0,0.0,0.0,0.0,2093.0,2321,189,193,451,330,343,55.0,34.0,7.0,,,,,,,,,,,
2025-03-05,2,NEHRU PARK,2875,335,0.0,0.0,0.0,0.0,1532.0,482,25,72,159,122,109,9.0,25.0,0.0,,,,,,,,,,,
2025-03-05,2,KILPAUK,2770,213,0.0,0.0,0.0,0.0,1433.0,581,32,47,173,121,133,11.0,22.0,1.0,,,,,,,,,,,
2025-03-05,2,PACHAIAPPA S COLLEGE,3129,394,0.0,0.0,0.0,0.0,1685.0,526,28,56,163,131,97,16.0,24.0,0.0,,,,,,,,,,,
2025-03-05,2,SHENOY NAGAR,3022,189,0.0,0.0,0.0,0.0,1792.0,516,26,83,161,117,94,15.0,23.0,1.0,,,,,,,,,,,
2025-03-05,2,ANNA NAGAR EAST,6315,825,0.0,0.0,0.0,0.0,3301.0,928,70,168,434,268,227,28.0,55.0,3.0,,,,,,,,,,,
2025-03-05,2,ANNA NAGAR TOWER,5946,833,0.0,0.0,0.0,0.0,3252.0,815,53,114,347,237,189,41.0,55.0,1.0,,,,,,,,,,,
2025-03-05,2,THIRUMANGALAM,16639,2903,0.0,0.0,0.0,0.0,8077.0,2430,186,361,1161,626,620,95.0,133.0,19.0,,,,,,,,,,,
2025-03-05,2,KOYAMBEDU,13217,1805,0.0,0.0,0.0,0.0,5695.0,2880,160,421,820,607,594,120.0,99.0,8.0,,,,,,,,,,,
2025-03-05,2,CMBT,6130,269,0.0,0.0,0.0,0.0,2291.0,2092,69,156,436,404,311,46.0,50.0,1.0,,,,,,,,,,,
2025-03-05,2,ARUMBAKKAM,4751,475,0.0,0.0,0.0,0.0,2226.0,746,68,150,452,285,234,57.0,49.0,4.0,,,,,,,,,,,
2025-03-05,2,VADAPALANI,12224,1462,0.0,0.0,0.0,0.0,4770.0,2797,184,465,1079,678,517,120.0,123.0,8.0,,,,,,,,,,,
2025-03-05,2,ASHOK NAGAR,8475,1036,0.0,0.0,0.0,0.0,4111.0,1510,91,227,584,392,352,61.0,93.0,7.0,,,,,,,,,,,
2025-03-05,2,EKKATTUTHANGAL,8652,950,1.0,0.0,0.0,0.0,4786.0,826,114,220,706,485,383,70.0,75.0,7.0,,,,,,,,,,,
2025-03-05,2,ALANDUR,5561,885,0.0,0.0,0.0,0.0,2512.0,902,106,187,478,228,160,46.0,37.0,3.0,,,,,,,,,,,
2025-03-05,2,St. THOMAS MOUNT,6754,1168,0.0,0.0,0.0,0.0,3156.0,948,76,192,524,314,250,61.0,51.0,2.0,,,,,,,,,,,
2025-03-06,2,CENTRAL  METRO,10801,1028,18.0,0.0,0.0,0.0,3569.0,3664,161,405,756,556,470,89.0,52.0,16.0,,,,,,,,,,,
2025-03-06,2,EGMORE,6582,453,0.0,0.0,0.0,0.0,2083.0,2434,116,209,446,397,350,44.0,43.0,4.0,,,,,,,,,,,
2025-03-06,2,NEHRU PARK,2954,304,0.0,0.0,0.0,0.0,1574.0,527,28,82,164,138,106,11.0,13.0,1.0,,,,,,,,,,,
2025-03-06,2,KILPAUK,2975,235,0.0,0.0,0.0,0.0,1499.0,689,32,60,180,108,130,13.0,16.0,3.0,,,,,,,,,,,
2025-03-06,2,PACHAIAPPA S COLLEGE,3295,394,0.0,0.0,0.0,0.0,1766.0,571,28,53,171,134,121,19.0,27.0,1.0,,,,,,,,,,,
2025-03-06,2,SHENOY NAGAR,2956,179,0.0,0.0,0.0,0.0,1777.0,492,30,83,156,102,96,18.0,14.0,0.0,,,,,,,,,,,
2025-03-06,2,ANNA NAGAR EAST,5918,832,0.0,0.0,0.0,0.0,2783.0,983,79,178,461,289,212,32.0,55.0,5.0,,,,,,,,,,,
2025-03-06,2,ANNA NAGAR TOWER,5974,857,0.0,0.0,0.0,0.0,3242.0,843,50,127,348,219,201,31.0,46.0,1.0,,,,,,,,,,,
2025-03-06,2,THIRUMANGALAM,16700,2841,0.0,0.0,0.0,0.0,8091.0,2506,232,365,1117,698,578,95.0,130.0,8.0,,,,,,,,,,,
2025-03-06,2,KOYAMBEDU,12927,1605,0.0,0.0,0.0,0.0,5644.0,2907,155,451,735,596,598,118.0,97.0,9.0,,,,,,,,,,,
2025-03-06,2,CMBT,5942,291,0.0,0.0,0.0,0.0,2354.0,1874,73,165,414,367,290,54.0,52.0,2.0,,,,,,,,,,,
2025-03-06,2,ARUMBAKKAM,5007,466,0.0,0.0,0.0,0.0,2261.0,795,79,171,476,336,286,81.0,41.0,10.0,,,,,,,,,,,
2025-03-06,2,VADAPALANI,11304,1309,0.0,0.0,0.0,23.0,4614.0,2354,200,417,958,663,507,110.0,125.0,6.0,,,,,,,,,,,
2025-03-06,2,ASHOK NAGAR,8643,1030,0.0,0.0,0.0,0.0,4171.0,1494,127,270,607,391,388,73.0,75.0,7.0,,,,,,,,,,,
2025-03-06,2,EKKATTUTHANGAL,8479,954,0.0,0.0,0.0,0.0,4730.0,777,124,222,685,476,331,94.0,56.0,4.0,,,,,,,,,,,
2025-03-06,2,ALANDUR,5611,920,0.0,0.0,0.0,0.0,2409.0,929,107,198,499,248,182,48.0,50.0,4.0,,,,,,,,,,,
2025-03-06,2,St. THOMAS MOUNT,7059,1150,0.0,0.0,0.0,0.0,3197.0,1143,114,187,525,373,239,55.0,63.0,1.0,,,,,,,,,,,
2025-03-07,2,CENTRAL  METRO,11309,1043,19.0,0.0,0.0,0.0,3437.0,3921,225,461,945,511,560,78.0,75.0,14.0,,,,,,,,,,,
2025-03-07,2,EGMORE,6845,486,0.0,0.0,0.0,0.0,2123.0,2581,111,210,496,332,384,60.0,52.0,4.0,,,,,,,,,,,
2025-03-07,2,NEHRU PARK,3018,333,0.0,0.0,0.0,0.0,1561.0,551,39,73,155,130,142,6.0,22.0,0.0,,,,,,,,,,,
2025-03-07,2,KILPAUK,3032,213,0.0,0.0,0.0,0.0,1531.0,618,54,70,219,127,151,15.0,26.0,1.0,,,,,,,,,,,
2025-03-07,2,PACHAIAPPA S COLLEGE,3160,373,0.0,0.0,0.0,0.0,1698.0,495,28,49,188,160,116,21.0,20.0,2.0,,,,,,,,,,,
2025-03-07,2,SHENOY NAGAR,3177,220,0.0,0.0,0.0,0.0,1801.0,563,46,64,181,126,121,23.0,25.0,0.0,,,,,,,,,,,
2025-03-07,2,ANNA NAGAR EAST,6510,801,0.0,0.0,0.0,0.0,3292.0,1012,84,176,509,317,197,30.0,76.0,7.0,,,,,,,,,,,
2025-03-07,2,ANNA NAGAR TOWER,6321,888,0.0,0.0,0.0,0.0,3354.0,912,67,138,424,252,202,33.0,43.0,2.0,,,,,,,,,,,
2025-03-07,2,THIRUMANGALAM,17038,2716,0.0,0.0,0.0,0.0,7749.0,2727,277,457,1294,828,706,135.0,109.0,8.0,,,,,,,,,,,
2025-03-07,2,KOYAMBEDU,13832,1541,0.0,0.0,0.0,0.0,5637.0,3338,173,480,876,873,647,134.0,116.0,8.0,,,,,,,,,,,
2025-03-07,2,CMBT,6473,315,0.0,0.0,0.0,0.0,2300.0,2193,85,209,490,451,312,48.0,61.0,3.0,,,,,,,,,,,
2025-03-07,2,ARUMBAKKAM,5019,485,0.0,0.0,0.0,0.0,2239.0,818,58,183,492,314,312,63.0,41.0,7.0,,,,,,,,,,,
2025-03-07,2,VADAPALANI,12011,1389,0.0,0.0,0.0,0.0,4633.0,2639,159,452,1099,784,589,111.0,133.0,3.0,,,,,,,,,,,
2025-03-07,2,ASHOK NAGAR,9306,1039,0.0,0.0,0.0,0.0,4171.0,1729,152,328,731,460,472,101.0,101.0,12.0,,,,,,,,,,,
2025-03-07,2,EKKATTUTHANGAL,8721,878,0.0,0.0,0.0,0.0,4507.0,929,136,288,787,559,451,95.0,55.0,5.0,,,,,,,,,,,
2025-03-07,2,ALANDUR,5965,725,0.0,0.0,0.0,0.0,2477.0,1143,137,267,545,348,197,57.0,49.0,3.0,,,,,,,,,,,
2025-03-07,2,St. THOMAS MOUNT,7286,1152,0.0,0.0,0.0,0.0,3104.0,1259,109,189,586,408,302,83.0,72.0,4.0,,,,,,,,,,,
2025-03-08,2,CENTRAL  METRO,10206,768,0.0,0.0,0.0,0.0,2081.0,4371,251,617,365,874,661,99.0,88.0,21.0,,,,,,,,,,,
2025-03-08,2,EGMORE,6781,393,0.0,0.0,0.0,0.0,1396.0,3207,162,268,239,469,509,57.0,69.0,8.0,,,,,,,,,,,
2025-03-08,2,NEHRU PARK,2586,253,15.0,0.0,0.0,0.0,1016.0,654,59,90,109,176,156,19.0,27.0,3.0,,,,,,,,,,,
2025-03-08,2,KILPAUK,2338,154,0.0,0.0,0.0,0.0,945.0,666,43,66,84,175,143,18.0,42.0,1.0,,,,,,,,,,,
2025-03-08,2,PACHAIAPPA S COLLEGE,2312,290,0.0,0.0,0.0,0.0,1032.0,588,39,67,65,97,89,10.0,27.0,3.0,,,,,,,,,,,
2025-03-08,2,SHENOY NAGAR,2476,160,0.0,0.0,0.0,0.0,1096.0,670,65,77,92,128,131,22.0,32.0,1.0,,,,,,,,,,,
2025-03-08,2,ANNA NAGAR EAST,5240,617,0.0,0.0,0.0,0.0,2002.0,1385,113,188,253,312,248,52.0,62.0,2.0,,,,,,,,,,,
2025-03-08,2,ANNA NAGAR TOWER,5189,580,0.0,0.0,0.0,0.0,1897.0,1364,146,196,236,368,267,49.0,82.0,2.0,,,,,,,,,,,
2025-03-08,2,THIRUMANGALAM,12909,1686,0.0,0.0,0.0,0.0,4205.0,3619,339,584,510,900,703,148.0,191.0,11.0,,,,,,,,,,,
2025-03-08,2,KOYAMBEDU,11809,1160,40.0,0.0,0.0,0.0,3146.0,4216,240,681,373,829,780,176.0,157.0,7.0,,,,,,,,,,,
2025-03-08,2,CMBT,6198,324,0.0,0.0,0.0,0.0,1528.0,2582,112,346,205,575,354,67.0,94.0,8.0,,,,,,,,,,,
2025-03-08,2,ARUMBAKKAM,4804,387,0.0,0.0,0.0,0.0,1498.0,1371,93,248,224,411,391,105.0,71.0,0.0,,,,,,,,,,,
2025-03-08,2,VADAPALANI,12784,1116,0.0,0.0,0.0,0.0,3475.0,3772,463,804,743,1085,873,205.0,220.0,12.0,,,,,,,,,,,
2025-03-08,2,ASHOK NAGAR,7190,808,0.0,0.0,0.0,0.0,2461.0,2052,182,328,305,449,409,76.0,104.0,7.0,,,,,,,,,,,
2025-03-08,2,EKKATTUTHANGAL,4935,387,0.0,0.0,0.0,0.0,1834.0,1145,128,206,229,461,410,76.0,54.0,2.0,,,,,,,,,,,
2025-03-08,2,ALANDUR,4861,584,0.0,0.0,0.0,0.0,1266.0,1566,143,300,253,382,228,59.0,67.0,5.0,,,,,,,,,,,
2025-03-08,2,St. THOMAS MOUNT,6031,717,0.0,0.0,0.0,0.0,1818.0,1628,185,341,274,544,360,77.0,70.0,7.0,,,,,,,,,,,
2025-03-09,2,CENTRAL  METRO,10935,619,108.0,0.0,0.0,0.0,1295.0,5079,330,776,908,853,748,110.0,92.0,12.0,,,,,,,,,,,
2025-03-09,2,EGMORE,6066,304,0.0,0.0,0.0,0.0,804.0,3308,248,165,428,338,338,65.0,57.0,3.0,,,,,,,,,,,
2025-03-09,2,NEHRU PARK,2051,178,0.0,0.0,0.0,0.0,473.0,675,95,104,179,170,135,19.0,23.0,0.0,,,,,,,,,,,
2025-03-09,2,KILPAUK,1393,79,0.0,0.0,0.0,0.0,348.0,594,32,39,96,80,87,17.0,21.0,0.0,,,,,,,,,,,
2025-03-09,2,PACHAIAPPA S COLLEGE,1720,187,0.0,0.0,0.0,0.0,545.0,589,25,50,121,96,78,8.0,18.0,2.0,,,,,,,,,,,
2025-03-09,2,SHENOY NAGAR,1496,110,0.0,0.0,0.0,0.0,487.0,494,36,70,121,74,73,16.0,13.0,0.0,,,,,,,,,,,
2025-03-09,2,ANNA NAGAR EAST,3495,374,0.0,0.0,0.0,0.0,1053.0,990,83,135,339,228,188,33.0,68.0,1.0,,,,,,,,,,,
2025-03-09,2,ANNA NAGAR TOWER,3289,314,0.0,0.0,0.0,0.0,954.0,916,90,130,284,299,179,64.0,55.0,2.0,,,,,,,,,,,
2025-03-09,2,THIRUMANGALAM,9161,1033,0.0,0.0,0.0,0.0,2150.0,2977,223,359,981,647,539,119.0,116.0,4.0,,,,,,,,,,,
